"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14872","deberia dumpear el estado actual de la app","Quick App Exploration","2026-04-16","passed","2026-04-16","","","",""
